asset_id,eval_date,open_price,close_price,high_price,low_price
104,2025-02-28,400.0,410.12,415.0,395.0
105,2025-02-28,140.0,145.78,150.0,138.0
101,2024-01-01,145.78,145.11,145.8,144.72
101,2024-01-02,145.11,146.1,146.26,144.61
101,2024-01-03,146.1,142.62,146.52,141.97
101,2024-01-04,142.62,143.0,143.45,142.58
101,2024-01-05,143.0,144.76,145.32,142.36
101,2024-01-08,144.76,145.82,145.84,144.65
101,2024-01-09,145.82,147.56,147.76,145.47
101,2024-01-10,147.56,144.36,148.2,143.72
101,2024-01-11,144.36,143.02,144.39,142.41
101,2024-01-12,143.02,142.04,143.48,141.99
101,2024-01-15,142.04,142.68,142.72,141.48
101,2024-01-16,142.68,143.33,143.79,142.1
101,2024-01-17,143.33,141.41,143.37,140.76
101,2024-01-18,141.41,140.15,141.54,139.65
101,2024-01-19,140.15,138.0,140.8,137.98
101,2024-01-22,138.0,136.21,138.28,135.93
101,2024-01-23,136.21,135.96,136.44,135.64
101,2024-01-24,135.96,136.4,136.69,135.52
101,2024-01-25,136.4,136.21,137.08,135.83
101,2024-01-26,136.21,136.61,136.94,136.1
101,2024-01-29,136.61,135.77,137.1,135.34
101,2024-01-30,135.77,134.21,136.0,133.97
101,2024-01-31,134.21,132.87,134.23,132.41
101,2024-02-01,132.87,132.7,133.05,132.22
101,2024-02-02,132.7,133.25,133.27,132.24
101,2024-02-05,133.25,132.82,133.77,132.56
101,2024-02-06,132.82,134.27,134.27,132.24
101,2024-02-07,134.27,132.93,134.78,132.83
101,2024-02-08,132.93,132.16,133.33,131.67
101,2024-02-09,132.16,132.15,132.63,131.95
101,2024-02-12,132.15,134.45,134.47,131.87
101,2024-02-13,134.45,132.42,134.56,132.1
101,2024-02-14,132.42,129.14,132.52,128.53
101,2024-02-15,129.14,127.79,129.58,127.69
101,2024-02-16,127.79,129.92,130.27,127.7
101,2024-02-19,129.92,129.9,130.23,129.72
101,2024-02-20,129.9,128.52,130.04,128.15
101,2024-02-21,128.52,130.43,130.44,128.05
101,2024-02-22,130.43,131.58,131.81,130.03
101,2024-02-23,131.58,130.78,131.62,130.38
101,2024-02-26,130.78,130.8,131.29,130.24
101,2024-02-27,130.8,131.35,131.46,130.53
101,2024-02-28,131.35,130.91,131.76,130.56
101,2024-02-29,130.91,130.98,131.12,130.73
101,2024-03-01,130.98,132.27,132.34,130.36
101,2024-03-04,132.27,130.9,132.51,130.44
101,2024-03-05,130.9,131.16,131.49,130.3
101,2024-03-06,131.16,132.19,132.72,130.93
101,2024-03-07,132.19,135.15,135.44,132.1
101,2024-03-08,135.15,133.57,135.52,132.93
101,2024-03-11,133.57,135.92,136.15,133.55
101,2024-03-12,135.92,136.74,137.38,135.5
101,2024-03-13,136.74,136.57,137.36,136.42
101,2024-03-14,136.57,136.82,137.43,136.51
101,2024-03-15,136.82,137.03,137.17,136.2
101,2024-03-18,137.03,134.23,137.29,134.07
101,2024-03-19,134.23,135.98,136.0,133.57
101,2024-03-20,135.98,134.52,136.64,133.99
101,2024-03-21,134.52,133.18,135.07,132.74
101,2024-03-22,133.18,133.8,134.12,132.79
101,2024-03-25,133.8,132.37,134.02,131.9
101,2024-03-26,132.37,134.05,134.39,131.75
101,2024-03-27,134.05,135.67,135.67,133.68
101,2024-03-28,135.67,135.53,135.86,135.38
101,2024-03-29,135.53,134.29,135.83,134.01
101,2024-04-01,134.29,135.32,135.93,134.17
101,2024-04-02,135.32,135.66,135.72,135.3
101,2024-04-03,135.66,133.85,136.3,133.2
101,2024-04-04,133.85,134.48,135.08,133.49
101,2024-04-05,134.48,136.32,136.9,133.83
101,2024-04-08,136.32,133.41,136.39,132.78
101,2024-04-09,133.41,133.96,134.26,133.18
101,2024-04-10,133.96,135.42,136.1,133.6
101,2024-04-11,135.42,136.29,136.86,135.17
101,2024-04-12,136.29,137.04,137.65,135.75
101,2024-04-15,137.04,139.1,139.59,136.51
101,2024-04-16,139.1,137.96,139.72,137.68
101,2024-04-17,137.96,136.42,138.62,135.8
101,2024-04-18,136.42,138.1,138.18,136.12
101,2024-04-19,138.1,139.12,139.62,138.02
101,2024-04-22,139.12,140.58,141.1,138.78
101,2024-04-23,140.58,139.69,140.6,139.48
101,2024-04-24,139.69,139.17,140.21,139.05
101,2024-04-25,139.17,139.45,140.03,138.76
101,2024-04-26,139.45,138.91,139.58,138.3
101,2024-04-29,138.91,141.28,141.67,138.29
101,2024-04-30,141.28,141.98,142.66,140.6
101,2024-05-01,141.98,141.89,142.15,141.2
101,2024-05-02,141.89,142.21,142.88,141.34
101,2024-05-03,142.21,143.39,143.41,141.56
101,2024-05-06,143.39,144.7,145.14,143.04
101,2024-05-07,144.7,146.44,146.66,144.13
101,2024-05-08,146.44,145.46,146.81,145.16
101,2024-05-09,145.46,145.16,145.66,144.69
101,2024-05-10,145.16,144.97,145.84,144.46
101,2024-05-13,144.97,144.66,145.39,143.94
101,2024-05-14,144.66,144.08,145.01,144.05
101,2024-05-15,144.08,141.82,144.61,141.7
101,2024-05-16,141.82,141.11,141.92,141.09
101,2024-05-17,141.11,137.11,141.57,136.81
101,2024-05-20,137.11,137.24,137.83,136.86
101,2024-05-21,137.24,138.96,139.14,137.01
101,2024-05-22,138.96,138.34,139.16,138.11
101,2024-05-23,138.34,137.88,138.74,137.36
101,2024-05-24,137.88,135.21,138.15,134.7
101,2024-05-27,135.21,132.37,135.81,131.79
101,2024-05-28,132.37,132.75,132.91,132.11
101,2024-05-29,132.75,132.68,133.06,132.02
101,2024-05-30,132.68,131.65,133.05,131.11
101,2024-05-31,131.65,131.85,132.04,131.14
101,2024-06-03,131.85,131.58,132.41,131.03
101,2024-06-04,131.58,130.97,131.87,130.32
101,2024-06-05,130.97,132.03,132.16,130.35
101,2024-06-06,132.03,132.84,133.05,131.66
101,2024-06-07,132.84,131.48,132.89,131.4
101,2024-06-10,131.48,133.62,134.28,130.91
101,2024-06-11,133.62,135.45,135.74,133.14
101,2024-06-12,135.45,136.71,136.98,135.42
101,2024-06-13,136.71,134.77,137.07,134.4
101,2024-06-14,134.77,133.89,135.08,133.86
101,2024-06-17,133.89,133.34,133.94,132.97
101,2024-06-18,133.34,132.56,133.43,132.53
101,2024-06-19,132.56,133.03,133.45,132.39
101,2024-06-20,133.03,134.53,135.01,132.78
101,2024-06-21,134.53,134.84,135.29,134.19
101,2024-06-24,134.84,136.49,136.62,134.57
101,2024-06-25,136.49,135.58,136.69,135.34
101,2024-06-26,135.58,138.79,138.92,135.2
101,2024-06-27,138.79,139.64,140.34,138.18
101,2024-06-28,139.64,139.51,140.15,139.04
101,2024-07-01,139.51,138.84,140.11,138.16
101,2024-07-02,138.84,141.43,141.57,138.82
101,2024-07-03,141.43,142.56,142.74,141.28
101,2024-07-04,142.56,143.09,143.31,142.11
101,2024-07-05,143.09,146.01,146.09,143.01
101,2024-07-08,146.01,148.39,148.8,145.51
101,2024-07-09,148.39,148.01,148.49,147.29
101,2024-07-10,148.01,150.79,151.19,147.93
101,2024-07-11,150.79,149.33,151.42,148.98
101,2024-07-12,149.33,150.5,150.73,148.99
101,2024-07-15,150.5,153.25,153.61,149.92
101,2024-07-16,153.25,153.41,153.7,152.84
101,2024-07-17,153.41,154.19,154.65,152.9
101,2024-07-18,154.19,152.94,154.93,152.41
101,2024-07-19,152.94,153.7,154.34,152.9
101,2024-07-22,153.7,156.17,156.32,153.29
101,2024-07-23,156.17,156.69,157.01,155.76
101,2024-07-24,156.69,157.39,157.46,156.02
101,2024-07-25,157.39,158.32,158.96,156.71
101,2024-07-26,158.32,159.23,159.66,157.82
101,2024-07-29,159.23,158.79,159.76,158.34
101,2024-07-30,158.79,157.44,159.17,156.75
101,2024-07-31,157.44,154.72,157.57,154.5
101,2024-08-01,154.72,151.35,154.93,150.84
101,2024-08-02,151.35,151.86,151.95,150.64
101,2024-08-05,151.86,150.76,151.99,150.32
101,2024-08-06,150.76,149.0,151.17,148.8
101,2024-08-07,149.0,149.61,150.17,148.37
101,2024-08-08,149.61,150.11,150.24,149.16
101,2024-08-09,150.11,153.25,153.33,150.07
101,2024-08-12,153.25,152.04,153.3,151.66
101,2024-08-13,152.04,150.56,152.79,149.96
101,2024-08-14,150.56,148.88,150.96,148.5
101,2024-08-15,148.88,148.47,149.09,147.92
101,2024-08-16,148.47,148.44,149.02,147.94
101,2024-08-19,148.44,149.6,149.82,148.2
101,2024-08-20,149.6,149.53,149.9,149.41
101,2024-08-21,149.53,149.99,150.36,149.4
101,2024-08-22,149.99,149.26,150.09,148.96
101,2024-08-23,149.26,146.08,149.61,146.04
101,2024-08-26,146.08,146.66,147.09,145.97
101,2024-08-27,146.66,144.93,147.23,144.81
101,2024-08-28,144.93,143.97,145.32,143.46
101,2024-08-29,143.97,141.84,144.49,141.61
101,2024-08-30,141.84,143.42,143.66,141.17
101,2024-09-02,143.42,143.21,143.96,142.95
101,2024-09-03,143.21,143.29,143.7,142.6
101,2024-09-04,143.29,142.27,143.43,142.16
101,2024-09-05,142.27,140.46,142.56,140.26
101,2024-09-06,140.46,139.86,140.83,139.16
101,2024-09-09,139.86,141.25,141.49,139.37
101,2024-09-10,141.25,140.54,141.82,140.43
101,2024-09-11,140.54,138.87,140.76,138.63
101,2024-09-12,138.87,139.69,140.3,138.24
101,2024-09-13,139.69,140.14,140.22,139.34
101,2024-09-16,140.14,138.2,140.25,137.96
101,2024-09-17,138.2,138.47,139.04,137.74
101,2024-09-18,138.47,139.81,140.09,138.42
101,2024-09-19,139.81,137.83,140.4,137.47
101,2024-09-20,137.83,137.67,138.18,137.14
101,2024-09-23,137.67,139.12,139.69,137.58
101,2024-09-24,139.12,137.62,139.26,137.48
101,2024-09-25,137.62,139.29,139.78,137.58
101,2024-09-26,139.29,140.31,140.73,138.62
101,2024-09-27,140.31,139.66,140.48,139.18
101,2024-09-30,139.66,140.9,141.36,139.58
101,2024-10-01,140.9,140.95,141.2,140.46
101,2024-10-02,140.95,139.33,141.19,138.77
101,2024-10-03,139.33,140.99,141.0,139.16
101,2024-10-04,140.99,138.88,141.65,138.26
101,2024-10-07,138.88,138.32,139.15,138.25
101,2024-10-08,138.32,137.45,138.64,137.06
101,2024-10-09,137.45,138.7,139.22,136.88
101,2024-10-10,138.7,137.1,139.07,136.91
101,2024-10-11,137.1,139.59,139.83,136.92
101,2024-10-14,139.59,139.96,140.36,138.99
101,2024-10-15,139.96,138.68,140.11,138.23
101,2024-10-16,138.68,137.54,139.17,137.37
101,2024-10-17,137.54,138.09,138.37,137.51
101,2024-10-18,138.09,140.65,141.22,137.86
101,2024-10-21,140.65,138.32,140.71,137.82
101,2024-10-22,138.32,138.45,139.12,138.21
101,2024-10-23,138.45,139.73,140.42,137.79
101,2024-10-24,139.73,138.67,139.76,138.22
101,2024-10-25,138.67,136.85,139.23,136.81
101,2024-10-28,136.85,137.24,137.74,136.52
101,2024-10-29,137.24,137.63,137.64,136.88
101,2024-10-30,137.63,140.8,141.04,137.25
101,2024-10-31,140.8,140.64,141.11,140.54
101,2024-11-01,140.64,140.62,141.19,140.48
101,2024-11-04,140.62,140.82,141.05,140.22
101,2024-11-05,140.82,141.45,142.0,140.68
101,2024-11-06,141.45,141.15,141.59,141.09
101,2024-11-07,141.15,141.61,141.89,141.01
101,2024-11-08,141.61,141.95,142.42,141.42
101,2024-11-11,141.95,140.82,142.05,140.47
101,2024-11-12,140.82,139.63,141.32,138.98
101,2024-11-13,139.63,140.71,141.21,139.53
101,2024-11-14,140.71,144.58,145.16,140.15
101,2024-11-15,144.58,144.96,145.2,144.23
101,2024-11-18,144.96,147.9,148.25,144.74
101,2024-11-19,147.9,148.6,148.97,147.76
101,2024-11-20,148.6,149.58,149.92,148.2
101,2024-11-21,149.58,148.97,149.95,148.72
101,2024-11-22,148.97,151.76,151.78,148.89
101,2024-11-25,151.76,151.75,151.77,151.28
101,2024-11-26,151.75,152.99,153.24,151.55
101,2024-11-27,152.99,152.4,153.36,151.84
101,2024-11-28,152.4,152.98,153.46,151.77
101,2024-11-29,152.98,151.73,153.3,151.26
101,2024-12-02,151.73,152.87,153.37,151.22
101,2024-12-03,152.87,154.04,154.21,152.45
101,2024-12-04,154.04,151.48,154.79,151.22
101,2024-12-05,151.48,148.89,152.19,148.59
101,2024-12-06,148.89,145.95,149.27,145.45
101,2024-12-09,145.95,143.04,146.19,142.9
101,2024-12-10,143.04,144.06,144.58,142.36
101,2024-12-11,144.06,145.01,145.73,143.88
101,2024-12-12,145.01,144.83,145.11,144.16
101,2024-12-13,144.83,146.88,147.35,144.44
101,2024-12-16,146.88,146.13,147.37,145.44
101,2024-12-17,146.13,146.42,146.76,145.76
101,2024-12-18,146.42,147.52,147.58,145.86
101,2024-12-19,147.52,148.21,148.51,147.03
101,2024-12-20,148.21,148.28,148.51,147.94
101,2024-12-23,148.28,144.15,148.86,143.79
101,2024-12-24,144.15,142.83,144.38,142.16
101,2024-12-25,142.83,140.49,143.47,140.14
101,2024-12-26,140.49,141.28,141.93,139.84
101,2024-12-27,141.28,142.62,142.69,140.81
101,2024-12-30,142.62,142.66,142.73,142.42
101,2024-12-31,142.66,141.2,142.68,140.74
102,2024-01-01,145.78,145.11,145.8,144.72
102,2024-01-02,145.11,146.1,146.26,144.61
102,2024-01-03,146.1,142.62,146.52,141.97
102,2024-01-04,142.62,143.0,143.45,142.58
102,2024-01-05,143.0,144.76,145.32,142.36
102,2024-01-08,144.76,145.82,145.84,144.65
102,2024-01-09,145.82,147.56,147.76,145.47
102,2024-01-10,147.56,144.36,148.2,143.72
102,2024-01-11,144.36,143.02,144.39,142.41
102,2024-01-12,143.02,142.04,143.48,141.99
102,2024-01-15,142.04,142.68,142.72,141.48
102,2024-01-16,142.68,143.33,143.79,142.1
102,2024-01-17,143.33,141.41,143.37,140.76
102,2024-01-18,141.41,140.15,141.54,139.65
102,2024-01-19,140.15,138.0,140.8,137.98
102,2024-01-22,138.0,136.21,138.28,135.93
102,2024-01-23,136.21,135.96,136.44,135.64
102,2024-01-24,135.96,136.4,136.69,135.52
102,2024-01-25,136.4,136.21,137.08,135.83
102,2024-01-26,136.21,136.61,136.94,136.1
102,2024-01-29,136.61,135.77,137.1,135.34
102,2024-01-30,135.77,134.21,136.0,133.97
102,2024-01-31,134.21,132.87,134.23,132.41
102,2024-02-01,132.87,132.7,133.05,132.22
102,2024-02-02,132.7,133.25,133.27,132.24
102,2024-02-05,133.25,132.82,133.77,132.56
102,2024-02-06,132.82,134.27,134.27,132.24
102,2024-02-07,134.27,132.93,134.78,132.83
102,2024-02-08,132.93,132.16,133.33,131.67
102,2024-02-09,132.16,132.15,132.63,131.95
102,2024-02-12,132.15,134.45,134.47,131.87
102,2024-02-13,134.45,132.42,134.56,132.1
102,2024-02-14,132.42,129.14,132.52,128.53
102,2024-02-15,129.14,127.79,129.58,127.69
102,2024-02-16,127.79,129.92,130.27,127.7
102,2024-02-19,129.92,129.9,130.23,129.72
102,2024-02-20,129.9,128.52,130.04,128.15
102,2024-02-21,128.52,130.43,130.44,128.05
102,2024-02-22,130.43,131.58,131.81,130.03
102,2024-02-23,131.58,130.78,131.62,130.38
102,2024-02-26,130.78,130.8,131.29,130.24
102,2024-02-27,130.8,131.35,131.46,130.53
102,2024-02-28,131.35,130.91,131.76,130.56
102,2024-02-29,130.91,130.98,131.12,130.73
102,2024-03-01,130.98,132.27,132.34,130.36
102,2024-03-04,132.27,130.9,132.51,130.44
102,2024-03-05,130.9,131.16,131.49,130.3
102,2024-03-06,131.16,132.19,132.72,130.93
102,2024-03-07,132.19,135.15,135.44,132.1
102,2024-03-08,135.15,133.57,135.52,132.93
102,2024-03-11,133.57,135.92,136.15,133.55
102,2024-03-12,135.92,136.74,137.38,135.5
102,2024-03-13,136.74,136.57,137.36,136.42
102,2024-03-14,136.57,136.82,137.43,136.51
102,2024-03-15,136.82,137.03,137.17,136.2
102,2024-03-18,137.03,134.23,137.29,134.07
102,2024-03-19,134.23,135.98,136.0,133.57
102,2024-03-20,135.98,134.52,136.64,133.99
102,2024-03-21,134.52,133.18,135.07,132.74
102,2024-03-22,133.18,133.8,134.12,132.79
102,2024-03-25,133.8,132.37,134.02,131.9
102,2024-03-26,132.37,134.05,134.39,131.75
102,2024-03-27,134.05,135.67,135.67,133.68
102,2024-03-28,135.67,135.53,135.86,135.38
102,2024-03-29,135.53,134.29,135.83,134.01
102,2024-04-01,134.29,135.32,135.93,134.17
102,2024-04-02,135.32,135.66,135.72,135.3
102,2024-04-03,135.66,133.85,136.3,133.2
102,2024-04-04,133.85,134.48,135.08,133.49
102,2024-04-05,134.48,136.32,136.9,133.83
102,2024-04-08,136.32,133.41,136.39,132.78
102,2024-04-09,133.41,133.96,134.26,133.18
102,2024-04-10,133.96,135.42,136.1,133.6
102,2024-04-11,135.42,136.29,136.86,135.17
102,2024-04-12,136.29,137.04,137.65,135.75
102,2024-04-15,137.04,139.1,139.59,136.51
102,2024-04-16,139.1,137.96,139.72,137.68
102,2024-04-17,137.96,136.42,138.62,135.8
102,2024-04-18,136.42,138.1,138.18,136.12
102,2024-04-19,138.1,139.12,139.62,138.02
102,2024-04-22,139.12,140.58,141.1,138.78
102,2024-04-23,140.58,139.69,140.6,139.48
102,2024-04-24,139.69,139.17,140.21,139.05
102,2024-04-25,139.17,139.45,140.03,138.76
102,2024-04-26,139.45,138.91,139.58,138.3
102,2024-04-29,138.91,141.28,141.67,138.29
102,2024-04-30,141.28,141.98,142.66,140.6
102,2024-05-01,141.98,141.89,142.15,141.2
102,2024-05-02,141.89,142.21,142.88,141.34
102,2024-05-03,142.21,143.39,143.41,141.56
102,2024-05-06,143.39,144.7,145.14,143.04
102,2024-05-07,144.7,146.44,146.66,144.13
102,2024-05-08,146.44,145.46,146.81,145.16
102,2024-05-09,145.46,145.16,145.66,144.69
102,2024-05-10,145.16,144.97,145.84,144.46
102,2024-05-13,144.97,144.66,145.39,143.94
102,2024-05-14,144.66,144.08,145.01,144.05
102,2024-05-15,144.08,141.82,144.61,141.7
102,2024-05-16,141.82,141.11,141.92,141.09
102,2024-05-17,141.11,137.11,141.57,136.81
102,2024-05-20,137.11,137.24,137.83,136.86
102,2024-05-21,137.24,138.96,139.14,137.01
102,2024-05-22,138.96,138.34,139.16,138.11
102,2024-05-23,138.34,137.88,138.74,137.36
102,2024-05-24,137.88,135.21,138.15,134.7
102,2024-05-27,135.21,132.37,135.81,131.79
102,2024-05-28,132.37,132.75,132.91,132.11
102,2024-05-29,132.75,132.68,133.06,132.02
102,2024-05-30,132.68,131.65,133.05,131.11
102,2024-05-31,131.65,131.85,132.04,131.14
102,2024-06-03,131.85,131.58,132.41,131.03
102,2024-06-04,131.58,130.97,131.87,130.32
102,2024-06-05,130.97,132.03,132.16,130.35
102,2024-06-06,132.03,132.84,133.05,131.66
102,2024-06-07,132.84,131.48,132.89,131.4
102,2024-06-10,131.48,133.62,134.28,130.91
102,2024-06-11,133.62,135.45,135.74,133.14
102,2024-06-12,135.45,136.71,136.98,135.42
102,2024-06-13,136.71,134.77,137.07,134.4
102,2024-06-14,134.77,133.89,135.08,133.86
102,2024-06-17,133.89,133.34,133.94,132.97
102,2024-06-18,133.34,132.56,133.43,132.53
102,2024-06-19,132.56,133.03,133.45,132.39
102,2024-06-20,133.03,134.53,135.01,132.78
102,2024-06-21,134.53,134.84,135.29,134.19
102,2024-06-24,134.84,136.49,136.62,134.57
102,2024-06-25,136.49,135.58,136.69,135.34
102,2024-06-26,135.58,138.79,138.92,135.2
102,2024-06-27,138.79,139.64,140.34,138.18
102,2024-06-28,139.64,139.51,140.15,139.04
102,2024-07-01,139.51,138.84,140.11,138.16
102,2024-07-02,138.84,141.43,141.57,138.82
102,2024-07-03,141.43,142.56,142.74,141.28
102,2024-07-04,142.56,143.09,143.31,142.11
102,2024-07-05,143.09,146.01,146.09,143.01
102,2024-07-08,146.01,148.39,148.8,145.51
102,2024-07-09,148.39,148.01,148.49,147.29
102,2024-07-10,148.01,150.79,151.19,147.93
102,2024-07-11,150.79,149.33,151.42,148.98
102,2024-07-12,149.33,150.5,150.73,148.99
102,2024-07-15,150.5,153.25,153.61,149.92
102,2024-07-16,153.25,153.41,153.7,152.84
102,2024-07-17,153.41,154.19,154.65,152.9
102,2024-07-18,154.19,152.94,154.93,152.41
102,2024-07-19,152.94,153.7,154.34,152.9
